# dataset=strongs/glosses; lang=por; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
H6439	פְּנוּאֵל	Penuel	lexicon	ubs-dict
H6441	פְּנִימָה	interior	lexicon	ubs-dict
H6442	פְּנִימִי	dentro de	lexicon	ubs-dict
H6443	פָּנִין	rubi	lexicon	ubs-dict
H6444	פְּנִנָּה	Penina	lexicon	ubs-dict
H6445	פָּנַק	mimar	lexicon	ubs-dict
H6446	פַּס	túnica talar de mangas compridas	lexicon	ubs-dict
H6448	פָּסַג	examinar	lexicon	ubs-dict
H6449	פִּסְגָּה	Pisga	lexicon	ubs-dict
H6450	פַּס דַּמִּים	Pas-Damim	lexicon	ubs-dict
H6451	פִּסָּה	abundância	lexicon	ubs-dict
H6452	פָּסַח	manco	lexicon	ubs-dict
H6453	פֶּסַח	Páscoa	lexicon	ubs-dict
H6454	פָּסֵחַ	Paseia	lexicon	ubs-dict
H6455	פִּסֵּחַ	ser aleijado	lexicon	ubs-dict
H6456	פְּסִיל	imagem de escultura	lexicon	ubs-dict
H6457	פָּסַךְ	Pasaque	lexicon	ubs-dict
H6458	פָּסַל	cortar	lexicon	ubs-dict
H6459	פֶּסֶל	imagem	lexicon	ubs-dict
H6461	פָּסַס	desaparecer	lexicon	ubs-dict
H6462	פִּסְפָּה	Pispa	lexicon	ubs-dict
H6463	פָּעָה	gritar	lexicon	ubs-dict
H6464	פָּעוּ	Paí	lexicon	ubs-dict
H6464	פָּעוּ	Paú	lexicon	ubs-dict
H6465	פְּעוֹר	Peor	lexicon	ubs-dict
H6466	פָּעַל	fazer	lexicon	ubs-dict
H6467	פֹּעַל	feito	lexicon	ubs-dict
H6468	פְּעֻלָּה	obras	lexicon	ubs-dict
H6469	פְּעֻלְּתַי	Peuletai	lexicon	ubs-dict
H6470	פָּעַם	ficar perturbado	lexicon	ubs-dict
H6471	פַּעַם	pé	lexicon	ubs-dict
H6472	פַּעֲמֹן	campainhas	lexicon	ubs-dict
H6473	פָּעַר	abrir bem a boca	lexicon	ubs-dict
H6474	פַּעֲרַי	Paarai	lexicon	ubs-dict
H6475	פָּצָה	abrir bem (a sua boca)	lexicon	ubs-dict
H6476	פָּצַח	quebrar	lexicon	ubs-dict
H6478	פָּצַל	descascar	lexicon	ubs-dict
H6479	פְּצָלָה	listras descascadas	lexicon	ubs-dict
H6480	פָּצַם	abrir fendas	lexicon	ubs-dict
H6481	פָּצַע	ferimento	lexicon	ubs-dict
H6482	פֶּצַע	ferimento	lexicon	ubs-dict
H6483	פִּצֵּץ	Hapises	lexicon	ubs-dict
H6484	פָּצַר	empurrar	lexicon	ubs-dict
H6485	פָּקַד	observar	lexicon	ubs-dict
H6486	פְּקֻדָּה	convocação	lexicon	ubs-dict
H6487	פִּקָּדוֹן	depósito	lexicon	ubs-dict
H6488	פְּקִדֻת	capitão da guarda	lexicon	ubs-dict
H6489	פְּקוֹד	Pecode	lexicon	ubs-dict
H6490	פִּקּוּד	preceitos	lexicon	ubs-dict
H6491	פָּקַח	fazer ver	lexicon	ubs-dict
H6492	פֶּקַח	Peca	lexicon	ubs-dict
H6493	פִּקֵּחַ	ver	lexicon	ubs-dict
H6494	פְּקַחְיָה	Pecaías	lexicon	ubs-dict
H6495	פְּקַח־קוֹחַ	libertação	lexicon	ubs-dict
H6496	פָּקִיד	administrador	lexicon	ubs-dict
H6497	פֶּקַע	em forma de cabaça	lexicon	ubs-dict
H6498	פַּקֻּעָה	trepadeira silvestre	lexicon	ubs-dict
H6499	פַּר	touro	lexicon	ubs-dict
H6500	פָּרָא	crescer	lexicon	ubs-dict
H6501	פֶּרֶא	jumento selvagem	lexicon	ubs-dict
H6502	פִּרְאָם	Piram	lexicon	ubs-dict
H6503	פַּרְבָּר	pátio	lexicon	ubs-dict
H6504	פָּרַד	ser separado	lexicon	ubs-dict
H6505	פֶּרֶד	mula	lexicon	ubs-dict
H6506	פִּרְדָּה	(a) mula	lexicon	ubs-dict
H6507	פְּרֻדָה	sementes	lexicon	ubs-dict
H6508	פַּרְדֵּס	floresta	lexicon	ubs-dict
H6510	פָּרָה	vaca	lexicon	ubs-dict
H6513	פֻּרָה	Pura	lexicon	ubs-dict
H6514	פְּרוּדָא	Perida	lexicon	ubs-dict
H6514	פְּרוּדָא	Peruda	lexicon	ubs-dict
H6515	פָּרוּחַ	Parua	lexicon	ubs-dict
H6516	פַּרְוַיִם	Parvaim	lexicon	ubs-dict
H6517	פָּרוּר	caçarola	lexicon	ubs-dict
H6518	פָּרָז	soldado	lexicon	ubs-dict
H6519	פְּרָזָה	cidades sem muralha	lexicon	ubs-dict
H6520	פְּרָזוֹן	camponês	lexicon	ubs-dict
H6521	פְּרָזִי	cidades sem muros	lexicon	ubs-dict
H6522	פְּרִזִּי	ferezeus	lexicon	ubs-dict
H6524	פָּרַח	irromper	lexicon	ubs-dict
H6525	פֶּרַח	botão	lexicon	ubs-dict
H6526	פִּרְחַח	ralé	lexicon	ubs-dict
H6527	פָּרַט	cantarolar	lexicon	ubs-dict
H6528	פֶּרֶט	fruto caído	lexicon	ubs-dict
H6529	פְּרִי	fruto	lexicon	ubs-dict
H6530	פְּרִיץ	feroz	lexicon	ubs-dict
H6531	פֶּרֶךְ	tirania	lexicon	ubs-dict
H6532	פֹּרֶכֶת	véu	lexicon	ubs-dict
H6533	פָּרַם	rasgar	lexicon	ubs-dict
H6534	פַּרְמַשְׁתָּא	Farmasta	lexicon	ubs-dict
H6535	פַּרְנַךְ	Parnaque	lexicon	ubs-dict
H6536	פָּרַס	compartilhar	lexicon	ubs-dict
H6538	פֶּרֶס	urubu	lexicon	ubs-dict
H6539	פָּרַס	Pérsia	lexicon	ubs-dict
H6542	פַּרְסִי	persa	lexicon	ubs-dict
H6544	פָּרַע	deixar cair solto	lexicon	ubs-dict
H6545	פֶּרַע	cabelo	lexicon	ubs-dict
H6547	פַּרְעֹה	Faraó	lexicon	ubs-dict
H6548	פַּרְעֹה חׇפְרַע	Hofra	lexicon	ubs-dict
H6550	פַּרְעֹשׁ	pulga	lexicon	ubs-dict
H6552	פִּרְעָתוֹן	Piratom	lexicon	ubs-dict
H6553	פִּרְעָתוֹנִי	piratonita	lexicon	ubs-dict
H6554	פַּרְפַּר	Farpar	lexicon	ubs-dict
H6555	פָּרַץ	estourar	lexicon	ubs-dict
H6556	פֶּרֶץ	brecha	lexicon	ubs-dict
H6558	פַּרְצִי	perezita	lexicon	ubs-dict
H6559	פְּרָצִים	monte Perazim	lexicon	ubs-dict
H6560	פֶּרֶץ עֻזָּא	Perez-Uzá	lexicon	ubs-dict
H6561	פָּרַק	quebrar	lexicon	ubs-dict
H6563	פֶּרֶק	saque	lexicon	ubs-dict
H6565	פָּרַר	rachar	lexicon	ubs-dict
H6566	פָּרַשׂ	estender	lexicon	ubs-dict
H6567	פָּרָשׁ	estar separado	lexicon	ubs-dict
H6569	פֶּרֶשׁ	excremento	lexicon	ubs-dict
H6571	פָּרָשׁ	cavalo de guerra	lexicon	ubs-dict
H6572	פַּרְשֶׁגֶן	cópia (de uma carta)	lexicon	ubs-dict
H6574	פַּרְשְׁדֹן	janela	lexicon	ubs-dict
H6575	פָּרָשָׁה	(relato) completo	lexicon	ubs-dict
H6577	פַּרְשַׁנְדָּתָא	Parsandata	lexicon	ubs-dict
H6578	פְּרָת	Eufrates	lexicon	ubs-dict
H6579	פַּרְתַּם	nobres	lexicon	ubs-dict
H6580	פַּשׁ	loucura	lexicon	ubs-dict
H6581	פָּשָׂה	espalhar-se	lexicon	ubs-dict
H6582	פָּשַׁח	despedaçar, mutilar	lexicon	ubs-dict
H6583	פַּשְׁחוּר	Pasur	lexicon	ubs-dict
H6584	פָּשַׁט	deixar sua casca	lexicon	ubs-dict
H6585	פָּשַׂע	marchar	lexicon	ubs-dict
H6586	פָּשַׁע	rebelar-se	lexicon	ubs-dict
H6587	פֶּשַׂע	passo	lexicon	ubs-dict
H6588	פֶּשַׁע	crime	lexicon	ubs-dict
H6589	פָּשַׂק	abrir bem	lexicon	ubs-dict
H6592	פֵּשֶׁר	interpretação	lexicon	ubs-dict
H6593	פִּשְׁתֶּה	linho	lexicon	ubs-dict
H6595	פַּת	pedaço	lexicon	ubs-dict
H6595	פַּת	um pouco	lexicon	ubs-dict
H6596	פֹּת	dobradiça	lexicon	ubs-dict
H6597	פִּתְאוֹם	subitamente	lexicon	ubs-dict
H6598	פַּתְבַּג	comida	lexicon	ubs-dict
H6599	פִּתְגָּם	decreto	lexicon	ubs-dict
H6601	פָּתָה	ser ingênuo	lexicon	ubs-dict
H6602	פְּתוּאֵל	Petuel	lexicon	ubs-dict
H6603	פִּתּוּחַ	entalhes	lexicon	ubs-dict
H6604	פְּתוֹר	Petor	lexicon	ubs-dict
H6605	פָּתַח	abrir	lexicon	ubs-dict
H6607	פֶּתַח	entrada	lexicon	ubs-dict
H6608	פֵּתַח	explicação	lexicon	ubs-dict
H6609	פְּתִחָה	(palavras que são tão danosas quanto uma) espada desembainhada	lexicon	ubs-dict
H6610	פִּתְחוֹן	abrir	lexicon	ubs-dict
H6611	פְּתַחְיָה	Petaías	lexicon	ubs-dict
H6612	פְּתִי	inexperiente	lexicon	ubs-dict
H6614	פְּתִיגִיל	roupa fina	lexicon	ubs-dict
H6615	פְּתַיּוּת	tolo/a	lexicon	ubs-dict
H6616	פָּתִיל	cordão	lexicon	ubs-dict
H6617	פָּתַל	lutar	lexicon	ubs-dict
H6618	פְּתַלְתֹּל	mau	lexicon	ubs-dict
H6619	פִּתֹם	Pitom	lexicon	ubs-dict
H6620	פֶּתֶן	cobra venenosa	lexicon	ubs-dict
H6621	פֶּתַע	repentinamente	lexicon	ubs-dict
H6622	פָּתַר	interpretar	lexicon	ubs-dict
H6623	פִּתְרוֹן	interpretação	lexicon	ubs-dict
H6624	פַּתְרוֹס	Patros	lexicon	ubs-dict
H6625	פַּתְרֻסִי	patrusitas	lexicon	ubs-dict
H6626	פָּתַת	partir em pedaços	lexicon	ubs-dict
H6627	צָאָה	fezes	lexicon	ubs-dict
H6628	צֶאֶל	lotos	lexicon	ubs-dict
H6629	צֹאן	rebanho	lexicon	ubs-dict
H6630	צַאֲנָן	Zaanã	lexicon	ubs-dict
H6631	צֶאֱצָא	tudo o que ... produz	lexicon	ubs-dict
H6632	צָב	carroça	lexicon	ubs-dict
H6633	צָבָא	trabalhar	lexicon	ubs-dict
H6635	צָבָא	serviço	lexicon	ubs-dict
H6636	צְבֹאִים	Zeboim	lexicon	ubs-dict
H6637	צֹבֵבָה	Zobeba	lexicon	ubs-dict
H6638	צָבָה	inchar	lexicon	ubs-dict
H6639	צָבֶה	inchado	lexicon	ubs-dict
H6641	צָבוּעַ	malhado	lexicon	ubs-dict
H6643	צְבִי	belo	lexicon	ubs-dict
H6643	צְבִי	gazela	lexicon	ubs-dict
H6644	צִבְיָא	Zíbia	lexicon	ubs-dict
H6645	צִבְיָּה	Zíbia	lexicon	ubs-dict
H6646	צְבִיָּה	gazela	lexicon	ubs-dict
H6648	צֶבַע	roupa colorida	lexicon	ubs-dict
H6649	צִבְעוֹן	Zibeão	lexicon	ubs-dict
H6650	צְבֹעִים	Zeboim	lexicon	ubs-dict
H6651	צָבַר	amontoar	lexicon	ubs-dict
H6652	צִבֻּר	monte	lexicon	ubs-dict
H6653	צֶבֶת	feixes (de espigas de cereal)	lexicon	ubs-dict
H6654	צַד	lado	lexicon	ubs-dict
H6657	צְדָד	Zedade	lexicon	ubs-dict
H6658	צָדָה	ficar à espreita	lexicon	ubs-dict
H6659	צָדוֹק	Zadoque	lexicon	ubs-dict
H6660	צְדִיָּה	em emboscada	lexicon	ubs-dict
H6661	צִדִּים	Zidim	lexicon	ubs-dict
H6662	צַדִּיק	justo	lexicon	ubs-dict
H6663	צָדַק	ser justo	lexicon	ubs-dict
H6664	צֶדֶק	justo	lexicon	ubs-dict
H6665	צִדְקָה	justiça	lexicon	ubs-dict
H6666	צְדָקָה	justiça	lexicon	ubs-dict
H6667	צִדְקִיָּה	Zedequias	lexicon	ubs-dict
H6668	צָהַב	estar polido	lexicon	ubs-dict
H6669	צָהֹב	amarelado	lexicon	ubs-dict
H6670	צָהַל	relinchar	lexicon	ubs-dict
H6671	צָהַר	espremer azeitonas	lexicon	ubs-dict
H6672	צֹהַר	meio-dia	lexicon	ubs-dict
H6672	צֹהַר	teto	lexicon	ubs-dict
H6673	צַו	ordem	lexicon	ubs-dict
H6674	צוֹא	sujo	lexicon	ubs-dict
H6675	צוֹאָה	fezes	lexicon	ubs-dict
H6677	צַוָּאר	colar	lexicon	ubs-dict
H6677	צַוָּאר	pescoço	lexicon	ubs-dict
H6678	צוֹבָא	Zobá	lexicon	ubs-dict
H6679	צוּד	caçar	lexicon	ubs-dict
H6679	צוּד	preparar como provisão	lexicon	ubs-dict
H6681	צָוַח	gritar	lexicon	ubs-dict
H6682	צְוָחָה	gritar	lexicon	ubs-dict
H6683	צוּלָה	profundeza	lexicon	ubs-dict
H6684	צוּם	jejuar	lexicon	ubs-dict
H6685	צוֹם	jejum	lexicon	ubs-dict
H6686	צוּעָר	Zuar	lexicon	ubs-dict
H6687	צוּף	fluir	lexicon	ubs-dict
H6688	צוּף	favo (de mel)	lexicon	ubs-dict
H6689	צוּף	Zofai	lexicon	ubs-dict
H6690	צוֹפַח	Zofa	lexicon	ubs-dict
H6691	צוֹפַר	Zofar	lexicon	ubs-dict
H6692	צוּץ	florescer	lexicon	ubs-dict
H6693	צוּק	apertar	lexicon	ubs-dict
H6695	צוֹק	aflição	lexicon	ubs-dict
H6695	צוֹק	sofrimento	lexicon	ubs-dict
H6696	צוּר	cercar com tábuas	lexicon	ubs-dict
H6697	צוּר	rocha	lexicon	ubs-dict
H6699	צוּרָה	planta	lexicon	ubs-dict
H6700	צוּרִיאֵל	Zuriel	lexicon	ubs-dict
H6701	צוּרִישַׁדַּי	Zurisadai	lexicon	ubs-dict
H6702	צוּת	queimar	lexicon	ubs-dict
H6703	צַח	branco brilhante	lexicon	ubs-dict
H6704	צִחֶה	fraco	lexicon	ubs-dict
H6705	צָחַח	ser brilhante (branco)	lexicon	ubs-dict
H6706	צְחִיחַ	superfície nua	lexicon	ubs-dict
H6707	צְחִיחָה	terra deserta	lexicon	ubs-dict
H6709	צַחֲנָה	mau cheiro	lexicon	ubs-dict
H6710	צַחְצָחָה	terras ressequidas	lexicon	ubs-dict
H6711	צָחַק	rir	lexicon	ubs-dict
H6712	צְחֹק	riso	lexicon	ubs-dict
H6713	צַחַר	branco	lexicon	ubs-dict
H6714	צֹחַר	Zoar	lexicon	ubs-dict
H6715	צָחֹר	branco	lexicon	ubs-dict
H6716	צִי	navio	lexicon	ubs-dict
H6717	צִיבָא	Ziba	lexicon	ubs-dict
H6718	צַיִד	caçar	lexicon	ubs-dict
H6719	צַיָּד	caçador	lexicon	ubs-dict
H6720	צֵידָה	provisões	lexicon	ubs-dict
H6721	צִידוֹן	Sidom	lexicon	ubs-dict
H6722	צִידֹנִי	sidônio	lexicon	ubs-dict
H6723	צִיָּה	seca	lexicon	ubs-dict
H6724	צִיוֹן	terra seca	lexicon	ubs-dict
H6725	צִיּוּן	sinal	lexicon	ubs-dict
H6726	צִיּוֹן	Sião	lexicon	ubs-dict
H6727	צִיחָא	Zia	lexicon	ubs-dict
H6729	צִינֹק	coleira de ferro	lexicon	ubs-dict
H6730	צִיעֹר	Zior	lexicon	ubs-dict
H6731	צִיץ	florada	lexicon	ubs-dict
H6733	צִיצָה	flor	lexicon	ubs-dict
H6734	צִיצִת	cacho (de cabelo)	lexicon	ubs-dict
H6735	צִיר	imagem	lexicon	ubs-dict
H6737	צָיַר	[Glosses - pt]	lexicon	ubs-dict
H6740	צָלָה	assar	lexicon	ubs-dict
H6741	צִלָּה	Zilá	lexicon	ubs-dict
H6743	צָלַח	vir sobre	lexicon	ubs-dict
H6745	צֵלָחָה	prato	lexicon	ubs-dict
H6746	צְלֹחִית	prato	lexicon	ubs-dict
H6748	צָלִי	assado	lexicon	ubs-dict
H6753	צְלֶלְפּוֹנִי	Hazelelponi	lexicon	ubs-dict
H6754	צֶלֶם	imagem	lexicon	ubs-dict
H6756	צַלְמוֹן	Zalmom	lexicon	ubs-dict
H6757	צַלְמָוֶת	escuridão profunda	lexicon	ubs-dict
H6758	צַלְמֹנָה	Zalmona	lexicon	ubs-dict
H6759	צַלְמֻנָּע	Zalmuna	lexicon	ubs-dict
H6761	צֶלַע	fracassar	lexicon	ubs-dict
H6762	צֶלַע	costela	lexicon	ubs-dict
H6764	צָלָף	Zalafe	lexicon	ubs-dict
H6765	צְלׇפְחָד	Zelofeade	lexicon	ubs-dict
H6766	צֶלְצַח	Zelza	lexicon	ubs-dict
H6767	צְלָצַל	arpão	lexicon	ubs-dict
H6767	צְלָצַל	címbalos	lexicon	ubs-dict
H6767	צְלָצַל	gafanhoto	lexicon	ubs-dict
H6768	צֶלֶק	Zeleque	lexicon	ubs-dict
H6769	צִלְּתַי	Ziletai	lexicon	ubs-dict
H6770	צָמֵא	ter sede	lexicon	ubs-dict
H6771	צָמֵא	com sede	lexicon	ubs-dict
H6772	צָמָא	sede	lexicon	ubs-dict
H6773	צִמְאָה	sede	lexicon	ubs-dict
H6774	צִמָּאוֹן	terra sedenta	lexicon	ubs-dict
H6775	צָמַד	preso	lexicon	ubs-dict
H6776	צֶמֶד	par	lexicon	ubs-dict
H6777	צַמָּה	véu	lexicon	ubs-dict
H6778	צַמּוּק	bolo de passas	lexicon	ubs-dict
H6779	צָמַח	brotar	lexicon	ubs-dict
H6780	צֶמַח	brotação	lexicon	ubs-dict
H6781	צָמִיד	bracelete	lexicon	ubs-dict
H6782	צַמִּים	sedento	lexicon	ubs-dict
H6785	צֶמֶר	lã	lexicon	ubs-dict
H6786	צְמָרִי	zemareus	lexicon	ubs-dict
H6787	צְמָרַיִם	Zemaraim	lexicon	ubs-dict
H6789	צָמַת	desaparecer	lexicon	ubs-dict
H6790	צִן	Zim	lexicon	ubs-dict
H6791	צֵן	espinhos	lexicon	ubs-dict
H6792	צֹנֵא	rebanho	lexicon	ubs-dict
H6793	צִנָּה	frio	lexicon	ubs-dict
H6794	צִנּוּר	canal subterrâneo	lexicon	ubs-dict
H6795	צָנַח	penetrar	lexicon	ubs-dict
H6796	צָנִין	espinho	lexicon	ubs-dict
H6797	צָנִיף	turbante	lexicon	ubs-dict
H6798	צָנַם	seco	lexicon	ubs-dict
H6799	צְנָן	Zenã	lexicon	ubs-dict
H6800	צָנַע	agir de modo submisso	lexicon	ubs-dict
H6800	צָנַע	modesto	lexicon	ubs-dict
H6801	צָנַף	enrolar	lexicon	ubs-dict
H6802	צְנֵפָה	turbante	lexicon	ubs-dict
H6804	צַנְתָּרָה	tubos	lexicon	ubs-dict
H6805	צָעַד	dar um passo	lexicon	ubs-dict
H6806	צַעַד	passo	lexicon	ubs-dict
H6807	צְעָדָה	bracelete	lexicon	ubs-dict
H6808	צָעָה	prostrar-se	lexicon	ubs-dict
H6809	צָעִיף	véu	lexicon	ubs-dict
H6810	צָעִיר	pequeno/a	lexicon	ubs-dict
H6812	צְעִירָה	pequeno/a	lexicon	ubs-dict
H6813	צָעַן	ser transportado	lexicon	ubs-dict
H6814	צֹעַן	Zoã	lexicon	ubs-dict
H6815	צַעֲנַנִּים	Zaananim	lexicon	ubs-dict
H6816	צַעְצֻעַ	obra de escultura	lexicon	ubs-dict
H6817	צָעַק	convocar	lexicon	ubs-dict
H6818	צַעֲקָה	clamor	lexicon	ubs-dict
H6819	צָעַר	pequeninos	lexicon	ubs-dict
H6820	צֹעַר	Zoar	lexicon	ubs-dict
H6822	צָפָה	observar	lexicon	ubs-dict
H6824	צָפָה	fluir	lexicon	ubs-dict
H6825	צְפוֹ	Zefi	lexicon	ubs-dict
H6825	צְפוֹ	Zefô	lexicon	ubs-dict
H6826	צִפּוּי	revestimento	lexicon	ubs-dict
H6827	צְפוֹן	Zefom	lexicon	ubs-dict
H6828	צָפוֹן	monte Zafom	lexicon	ubs-dict
H6830	צְפוֹנִי	nortista	lexicon	ubs-dict
H6832	צְפוּעַ	esterco	lexicon	ubs-dict
H6833	צִפּוֹר	pardal	lexicon	ubs-dict
H6835	צַפַּחַת	jarra	lexicon	ubs-dict
H6836	צְפִיָּה	vigiar	lexicon	ubs-dict
H6837	צִפְיוֹן	Zifião	lexicon	ubs-dict
H6838	צַפִּיחִת	bolo (de mel)	lexicon	ubs-dict
H6842	צָפִיר	bode	lexicon	ubs-dict
H6843	צְפִירָה	coroa	lexicon	ubs-dict
H6844	צָפִית	pano	lexicon	ubs-dict
H6845	צָפַן	emboscar	lexicon	ubs-dict
H6846	צְפַנְיָה	Sofonias	lexicon	ubs-dict
H6847	צׇפְנַת פַּעְנֵחַ	Zafenate-Paneia	lexicon	ubs-dict
H6848	צֶפַע	serpente venenosa	lexicon	ubs-dict
H6849	צְפִעָה	descendentes	lexicon	ubs-dict
H6850	צָפַף	sibilar	lexicon	ubs-dict
H6851	צַפְצָפָה	salgueiro	lexicon	ubs-dict
H6852	צָפַר	ir embora	lexicon	ubs-dict
H6854	צְפַרְדֵּעַ	(praga das) rãs	lexicon	ubs-dict
H6855	צִפֹּרָה	Zípora	lexicon	ubs-dict
H6856	צִפֹּרֶן	unha	lexicon	ubs-dict
H6857	צְפַת	Zeftá	lexicon	ubs-dict
H6858	צֶפֶת	capitel	lexicon	ubs-dict
H6860	צִקְלַג	Ziclague	lexicon	ubs-dict
H6861	צִקְלֹן	sacola	lexicon	ubs-dict
H6862	צַר	estreito	lexicon	ubs-dict
H6863	צֵר	Zer	lexicon	ubs-dict
H6864	צֹר	pederneira	lexicon	ubs-dict
H6866	צָרַב	ser queimado	lexicon	ubs-dict
H6867	צָרֶבֶת	cicatriz	lexicon	ubs-dict
H6867	צָרֶבֶת	que incendeia	lexicon	ubs-dict
H6868	צְרֵדָה	Zereda	lexicon	ubs-dict
H6869	צָרָה	angústia	lexicon	ubs-dict
H6870	צְרוּיָה	Zeruia	lexicon	ubs-dict
H6871	צְרוּעָה	Zerua	lexicon	ubs-dict
H6872	צְרוֹר	bolsa	lexicon	ubs-dict
H6873	צָרַח	gritar alto	lexicon	ubs-dict
H6874	צְרִי	Zeri	lexicon	ubs-dict
H6875	צְרִי	bálsamo	lexicon	ubs-dict
H6876	צֹרִי	tírio	lexicon	ubs-dict
H6877	צְרִיחַ	porão	lexicon	ubs-dict
H6878	צֹרֶךְ	necessidade	lexicon	ubs-dict
H6879	צָרַע	sofrer de doença contagiosa de pele	lexicon	ubs-dict
H6880	צִרְעָה	vespões	lexicon	ubs-dict
H6881	צׇרְעָה	Zora	lexicon	ubs-dict
H6882	צׇרְעִי	zoratita	lexicon	ubs-dict
H6882	צׇרְעִי	zoreu	lexicon	ubs-dict
H6883	צָרַעַת	sofrer de doença contagiosa da pele	lexicon	ubs-dict
H6884	צָרַף	testar	lexicon	ubs-dict
H6885	צֹרְפִי	ourives	lexicon	ubs-dict
H6886	צָרְפַת	Sarepta	lexicon	ubs-dict
H6886	צָרְפַת	amarrados	lexicon	ubs-dict
H6888	צְרֵרָה	Zererá	lexicon	ubs-dict
H6889	צֶרֶת	Zerete	lexicon	ubs-dict
H6890	צֶרֶת הַשַּׁחַר	Zerete-Saar	lexicon	ubs-dict
H6891	צָרְתָן	Zaretã	lexicon	ubs-dict
H6892	קֵא	vômito	lexicon	ubs-dict
H6893	קָאַת	coruja do deserto	lexicon	ubs-dict
H6894	קַב	cab	lexicon	ubs-dict
H6895	קָבַב	amaldiçoar	lexicon	ubs-dict
H6896	קֵבָה	estômago, ventre	lexicon	ubs-dict
H6898	קֻבָּה	o interior da tenda, a peça reservada às mulheres	lexicon	ubs-dict
H6899	קִבּוּץ	coleção	lexicon	ubs-dict
H6900	קְבוּרָה	enterro	lexicon	ubs-dict
H6901	קָבַל	receber	lexicon	ubs-dict
H6904	קֹבֶל	aríete	lexicon	ubs-dict
H6906	קָבַע	tomar	lexicon	ubs-dict
H6907	קֻבַּעַת	cálice	lexicon	ubs-dict
H6908	קָבַץ	(re)unir-se	lexicon	ubs-dict
H6909	קַבְצְאֵל	Cabzeel	lexicon	ubs-dict
H6910	קְבֻצָה	reunir	lexicon	ubs-dict
H6911	קִבְצַיִם	Quibzaim	lexicon	ubs-dict
H6912	קָבַר	sepultar	lexicon	ubs-dict
H6913	קֶבֶר	túmulo	lexicon	ubs-dict
H6914	קִבְרוֹת הַתַּאֲוָה	Quibrote-Hataavá	lexicon	ubs-dict
H6915	קָדַד	prostrar-se	lexicon	ubs-dict
H6916	קִדָּה	cássia	lexicon	ubs-dict
H6917	קָדוּם	antigo	lexicon	ubs-dict
H6918	קָדוֹשׁ	santo	lexicon	ubs-dict
H6919	קָדַח	acender	lexicon	ubs-dict
H6920	קַדַּחַת	febre	lexicon	ubs-dict
H6923	קָדַם	dirigir-se a	lexicon	ubs-dict
H6926	קִדְמָה	para o leste	lexicon	ubs-dict
H6929	קֵדְמָה	Quedemá	lexicon	ubs-dict
H6930	קַדְמוֹן	ao leste	lexicon	ubs-dict
H6931	קַדְמוֹנִי	oriental	lexicon	ubs-dict
H6932	קְדֵמוֹת	Quedemote	lexicon	ubs-dict
H6934	קַדְמִיאֵל	Cadmiel	lexicon	ubs-dict
H6936	קׇדְקֹד	crânio	lexicon	ubs-dict
H6937	קָדַר	escurecer	lexicon	ubs-dict
H6938	קֵדָר	Quedar	lexicon	ubs-dict
H6939	קִדְרוֹן	Cedrom	lexicon	ubs-dict
H6940	קַדְרוּת	escuridão	lexicon	ubs-dict
H6942	קָדַשׁ	santificar-se	lexicon	ubs-dict
H6943	קֶדֶשׁ	Quedes	lexicon	ubs-dict
H6944	קֹדֶשׁ	santidade	lexicon	ubs-dict
H6945	קָדֵשׁ	prostituto cultual	lexicon	ubs-dict
H6947	קָדֵשׁ בַּרְנֵעַ	Cades-Barnéia	lexicon	ubs-dict
H6949	קָהָה	embotar	lexicon	ubs-dict
H6953	קֹהֶלֶת	Qohelet	lexicon	ubs-dict
H6954	קְהֵלָתָה	Queelata	lexicon	ubs-dict
H6955	קְהָת	Coate	lexicon	ubs-dict
H6956	קֳהָתִי	coatita	lexicon	ubs-dict
H6958	קוֹא	vomitar	lexicon	ubs-dict
H6959	קוֹבַע	capacete	lexicon	ubs-dict
H6960	קָוָה	procurar	lexicon	ubs-dict
H6961	קָוֶה	corda de medir	lexicon	ubs-dict
H6963	קוֹל	[Glosses - pt]	lexicon	ubs-dict
H6963	קוֹל	ser assunto trivial	lexicon	ubs-dict
H6964	קוֹלָיָה	Colaías	lexicon	ubs-dict
H6965	קוּם	ficar em silêncio	lexicon	ubs-dict
H6967	קוֹמָה	estatura	lexicon	ubs-dict
H6968	קוֹמְמִיּוּת	ereto	lexicon	ubs-dict
H6969	קוּן	lamentar	lexicon	ubs-dict
H6970	קוֹעַ	Coa	lexicon	ubs-dict
H6971	קוֹף	babuínos	lexicon	ubs-dict
H6972	קוּץ	acordar	lexicon	ubs-dict
H6973	קוּץ	detestar	lexicon	ubs-dict
H6975	קוֹץ	espinheiro	lexicon	ubs-dict
H6976	קוֹץ	Hacoz	lexicon	ubs-dict
H6977	קְוֻצָּה	cachos	lexicon	ubs-dict
H6979	קוּר	cavar um poço	lexicon	ubs-dict
H6979	קוּר	espancar	lexicon	ubs-dict
H6980	קוּר	teia	lexicon	ubs-dict
H6981	קוֹרֵא	perdiz das pedras	lexicon	ubs-dict
H6982	קוֹרָה	tronco	lexicon	ubs-dict
H6983	קוֹשׁ	pôr armadilha	lexicon	ubs-dict
H6984	קוּשָׁיָהוּ	Cuchaías	lexicon	ubs-dict
